,observation,distance_x,distance_y,distance_z
0,1,0.0,0.0,0.0
1,1,19.06426675642156,18.858771355618586,78.40774626353318
2,1,11.469182857553541,29.97450121177165,22.680345571441368
3,1,13.453099860626917,29.314717084299144,28.145018553555794
4,1,13.192500194807653,18.3076732609936,16.478128369751218
5,1,1.901594162801305,16.826200200692966,1.843473612504394
6,1,14.157252513111425,30.10856072228794,33.130874552598215
7,1,5.095420883499219,19.65833334509566,7.8622040510279305
8,1,1.0384074296729573,0.6150529672312779,1.5479627159592642
9,1,18.562199085237722,18.287455724900937,79.47595013338187
10,1,11.414397822487176,29.707793894910818,22.272838791451804
11,1,13.354098822833382,29.25989636746002,27.810617270567732
12,1,12.365906775889908,17.84953874498442,15.702247864239055
13,1,1.3731723890320509,16.790870609110772,1.688041794506286
14,1,14.05702896561005,29.600663982338304,30.446080458410407
15,1,5.209803333140317,19.396558875578936,7.465279456256143
16,1,1.3014987552817687,0.6718274797148445,1.8408259993817988
17,1,19.004067300186037,18.532716873776703,77.82919742579195
18,1,11.4308756637451,29.175042493585167,22.34507580743462
19,1,13.15337772475192,29.233177833011933,27.276697343703468
20,1,12.91420003407102,18.18839895728593,16.219561602583468
21,1,1.6650640798479825,17.093241377357305,1.834518124740119
22,1,13.887039336013995,31.298337922939297,30.351011030441803
23,1,4.911352523490856,19.15215474449546,7.441329037208339
24,1,1.2019082951706426,0.7017803406337342,1.3289676783127584
25,1,18.811090960122435,16.48890928184081,80.53784613649411
26,1,11.186946275905681,29.659106204410477,21.768220638811975
27,1,13.076241595351469,28.835635397204275,26.79684016148173
28,1,11.80572757097164,17.86954096277798,15.167189308504064
29,1,1.7490701901296,17.448306970302305,2.284588558143455
30,1,13.905770873993287,31.48822417086267,30.445950516447997
31,1,4.799116502024096,19.003817726985808,6.8738292530437475
32,1,0.9862761682206451,0.9404112273362119,1.2578524357014211
33,1,18.18749668151173,16.158515397074694,84.10664697590794
34,1,11.262728151740145,29.377851683989764,21.8416395613974
35,1,13.151436753450172,28.520873508406087,27.067144808974593
36,1,12.316618601710454,17.99983853342857,15.634401532198153
37,1,1.8594358714405785,17.620384687744476,1.9055037995238957
38,1,14.298237960671942,31.46091206215262,31.74392973955808
39,1,4.860050031635477,18.83073678031478,7.222112139118303
40,1,0.4666259851315628,0.4973217414310377,0.9913276602617318
41,1,17.982286758641127,16.68559904384916,85.19373960168669
42,1,11.2317221386571,29.534249573478252,21.739733551725053
43,1,12.952757446196541,28.973723910993904,26.98998022414985
44,1,12.572937140143509,18.075358909396517,15.88442679733833
45,1,1.894419921770243,17.711736934290208,2.3035348597318883
46,1,14.26952615295967,31.6925134446055,31.812037918530155
47,1,4.770911638251119,18.766712775678112,7.317543731334989
48,1,1.0880124953326566,0.7627070515604273,1.5647139131483434
49,1,17.515129705486054,16.996413238404156,86.00177569393553
50,1,11.53413024159169,29.650257491706547,22.754108970689227
51,1,13.081916909612286,29.213840965277054,27.269947859502782
52,1,12.10732746852087,17.913404467596326,15.43901711541249
53,1,1.9874114294730223,17.759073770301196,2.2309081827811728
54,1,14.446700479694316,31.84638489085535,32.40508005066489
55,1,4.9060884949213905,18.66110733506991,7.308628453410393
56,1,1.3539293039150895,0.802344032507253,1.634985033570644
57,1,18.592240492743205,19.942383348243254,80.11102810405198
58,1,11.433503017011013,29.59857742616189,22.58347182919402
59,1,11.9692151396823,29.23530450165518,25.221742499082016
60,1,11.713530233025399,17.932173971409597,15.05556949636911
61,1,1.5767947647046527,17.80303428479539,1.8478594264716148
62,1,14.434360855611171,32.053466917332045,32.58144317537208
63,1,3.9536735462099024,16.336011018525912,5.82361071157748
64,1,0.6146547160805034,0.6619350787652819,0.9666085557246022
65,1,16.291855063804125,20.114163088368848,91.4123712421902
66,1,11.373331647762672,29.620172116085012,22.377828561547258
67,1,13.422827966192514,30.05922737673908,28.40286368150225
68,1,11.685257858515579,17.63697617148416,15.08098467508007
69,1,2.1034072976958162,17.823082985028154,2.2719158545157447
70,1,14.739125890296211,32.50334085546437,34.084458596257626
71,1,3.7516696829545118,15.340364900235652,6.230924272529719
72,1,1.368413223408777,1.2458433121785422,1.9633022385766266
73,1,16.47110041163006,18.282965727720434,90.76274618454424
74,1,11.350533362357913,29.59448938161461,22.21918803714483
75,1,13.361301422391454,30.051397780644084,28.351336926501368
76,1,12.11182565140367,17.851786316716325,15.44710656789808
77,1,1.885716304219698,17.75246954142437,2.2089949162458504
