,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Activity
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0.004128523817065366,0.0050626823340328185,0.006606444572522816,0.0021678972127009304,0.004772413716827552,0.003139248344025351,0.0017177163911420066,0.0015557465568442786,0.005150881908393355,0.0006669660176475093,0.00036604943961959986,0.0011170962739034359,0.0006282130264467202,0.00046917990354975386,0.0011639065613838425,1
2,0.005174528278128751,0.005530010087393279,0.007856335819457041,0.002661630499192933,0.006138189769511607,0.003483032486917785,0.0013977452323671296,0.0025654826639491153,0.009319764484495245,0.0006940134879780408,0.00038192547044010904,0.001182553160623858,0.0006172558249179046,0.0004382610948645923,0.0013095475192307982,1
3,0.004778574267427213,0.005776560917820837,0.00567181057717324,0.0035430955667881186,0.00804518787784874,0.004837327465180126,0.0019191030052882726,0.00268910564192414,0.008207377314479875,0.0009464966575583581,0.00045119492383926326,0.0012243449542044269,0.0007286805230745262,0.000515055401660555,0.001516370825400318,1
4,0.003921259165090257,0.007740802111390976,0.005368302680161542,0.0029823500870474573,0.009568703999573786,0.005164490071739643,0.00124385610727747,0.00271202420277699,0.009772696793719851,0.0008888380698797904,0.00040547265193052273,0.0014088055366349279,0.000687399244794322,0.0005102959196864534,0.0014485759778194462,1
5,0.0018552221779499238,0.004093601899048464,0.004230819756320414,0.0040093808571730356,0.010828035884429882,0.00686191390766902,0.0019159020162909282,0.00411550362431693,0.015567898014802349,0.000721524619020088,0.0004867137534820369,0.001276421105813384,0.0006715529244423497,0.00046561154507289985,0.001374375551343189,1
6,0.0043257447624968325,0.0062780666409259925,0.006677935865311785,0.006446278443588809,0.012091236029983075,0.007183647622882629,0.0031871003644825912,0.004536773427061058,0.01739190860469507,0.0007256581953834895,0.000517328511720867,0.0011354460997914696,0.0005781970366381332,0.0004586527412882726,0.0013454349507062916,1
7,0.00538298284286799,0.006604330318861282,0.00697784119076487,0.00659329263787547,0.012985616110773089,0.007541486433562986,0.003904818893161301,0.00657060683809525,0.020776866689057705,0.000722402767169758,0.0004571161754039258,0.0011487954811434963,0.0006132633244815839,0.0004582738851676137,0.001373348976919701,1
8,0.002443758164759204,0.005448582818203815,0.004125322774821254,0.005187893891264275,0.013009887436527588,0.007661327289881553,0.00225450284962768,0.006071043497507191,0.020452948804599577,0.0008226409192745116,0.000448019728557863,0.0011672466885577636,0.0006501777479684364,0.0004916308642332008,0.0015569347576132192,1
9,0.005440568338585196,0.010254903664528631,0.008379043813228236,0.009624723127500626,0.01720517677128632,0.010706530571835838,0.0035839898413227034,0.006418721208280978,0.02006304942456533,0.0006987553310538881,0.00040619251788973136,0.0010706366735222695,0.000684325092888711,0.0004721621768018915,0.0012583607929982248,1
10,0.004566557922034468,0.009099069659692325,0.006201189761464252,0.010287837355358721,0.018369227285851133,0.011653261230155794,0.003090379587405712,0.007245823996617632,0.021317278413051265,0.0006664980711497999,0.0004011346304139065,0.0011893070264556835,0.0006726990580743024,0.00045951699783421986,0.0013275413887039085,1
11,0.004355028824856492,0.010101117647028509,0.0055912393932001465,0.0097666690855067,0.01930430394615013,0.01226704174547322,0.0031107965874022695,0.007443637776119697,0.022583042646806387,0.0007087954356266782,0.0004678617532703506,0.0011162910525034705,0.0006927432563974456,0.0004871517892619633,0.0014155738882970744,1
